NumWords,312835
NumTerms,1498

terms,allen-p,arnold-j,arora-h,badeer-r,bailey-s,bass-e,baughman-d,beck-s,benson-r,blair-l,brawner-s,buy-r,campbell-l,carson-m,cash-m,causholli-m,corman-s,crandell-s,cuilla-m,dasovich-j,davis-d,dean-c,delainey-d,derrick-j,donoho-l,donohoe-t,dorland-c,ermis-f,farmer-d,fischer-m,forney-j,gang-l,gay-r,geaccone-t,germany-c,gilbertsmith-d,giron-d,griffith-j,grigsby-m,haedicke-m,hayslett-r,heard-m,hendrickson-s,hernandez-j,hodge-j,holst-k,horton-s,hyatt-k,jones-t,kaminski-v,kean-s,keavey-p,keiser-k,king-j,kitchen-l,kuykendall-t,lavorato-j,lay-k,lenhart-m,lewis-a,lokay-m,lokey-t,love-p,lucci-p,maggi-m,mann-k,martin-t,may-l,mccarty-d,mcconnell-m,mckay-b,mckay-j,mclaughlin-e,meyers-a,mims-thurston-p,motley-m,neal-s,nemec-g,panus-s,parks-j,pereira-s,perlingiere-d,phanis-s,pimenov-v,platter-p,presto-k,quenet-j,quigley-d,rapp-b,reitmeyer-j,richey-c,ring-a,ring-r,rogers-b,ruscitti-k,sager-e,saibi-e,salisbury-h,sanchez-m,sanders-r,scholtes-d,schoolcraft-d,schwieger-j,scott-s,semperger-c,shackleton-s,shankman-j,shapiro-r,shively-h,skilling-j,slinger-r,smith-m,solberg-g,staab-t,steffes-j,stepenovitch-j,storey-g,sturm-f,swerzbin-m,taylor-m,tholt-j,thomas-p,townsend-j,tycholiz-b,ward-k,watson-k,weldon-c,whalley-g,white-s,whitt-m,williams-j,williams-w3,wolfe-j,ybarbo-p,zipper-a,zufferli-j,TotalNumInDataSet
new,0,41,0,3,0,0,0,0,0,0,0,0,0,14,0,0,59,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,149,0,0,6,24,9,0,0,15,0,0,7,0,29,0,119,57,12,60,0,65,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,65,0,0,14,5,0,5,0,0,23,76,0,0,0,27,0,0,0,0,32,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,32,0,17,60,0,0,0,18,1153
john,0,151,0,0,0,0,0,0,0,234,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,5,0,0,0,0,65,0,0,0,0,0,0,0,0,0,108,0,240,57,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,15,0,0,14,28,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117
energy,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,544,0,4,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,12,0,0,0,0,0,148,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,48,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,1104
ees,0,0,0,0,0,0,0,179,0,0,0,0,24,0,0,0,0,0,0,348,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,54,0,0,150,122,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103
notesaddr,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,347,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024
origin,0,0,0,0,0,0,22,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,18,131,0,0,0,35,0,41,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,18,20,45,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,21,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,117,9,0,0,0,1010
work,36,0,6,0,0,21,0,123,0,0,0,0,0,0,47,0,55,0,0,0,0,5,0,0,0,4,38,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,0,0,0,0,0,0,0,9,0,0,0,20,0,0,0,0,12,0,0,15,11,0,0,0,0,52,0,0,0,0,36,6,0,11,0,0,4,0,21,0,7,0,0,129,29,0,0,0,0,0,0,19,0,0,94,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,11,65,0,0,15,0,1007
back,0,0,0,0,0,13,0,89,0,0,0,0,0,0,0,0,0,0,0,230,4,0,0,0,0,6,67,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,62,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,27,0,0,31,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,4,0,0,23,0,0,0,126,0,0,0,0,0,0,0,20,0,12,0,8,0,0,0,53,15,0,0,30,0,48,0,0,0,0,0,0,0,0,15,0,1006
state,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965
deal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,6,0,0,143,0,51,13,0,0,242,0,28,6,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,16,0,0,21,60,0,0,0,35,0,0,91,0,0,14,14,951
here,31,0,5,0,0,0,0,0,0,0,0,27,0,10,0,0,0,0,0,0,0,3,0,0,28,0,0,0,0,0,51,5,0,0,0,0,0,9,0,0,26,0,24,0,0,0,0,27,0,0,0,0,34,0,0,13,0,0,0,0,0,0,62,20,0,10,0,0,0,13,0,27,0,0,33,0,0,0,0,13,7,0,0,4,9,0,0,0,0,11,25,0,0,11,0,0,8,0,18,0,12,0,0,0,29,0,0,0,0,0,6,0,0,15,0,0,0,11,0,55,0,13,2,20,52,96,0,5,26,0,0,0,0,0,14,26,946
fax,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,27,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919
www,0,43,0,0,0,0,0,0,0,0,0,0,0,0,61,0,104,0,147,0,8,0,8,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887
more,0,37,6,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,337,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,12,0,0,0,0,34,0,112,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,12,0,2,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,876
day,0,0,4,0,0,0,0,0,0,0,16,0,0,8,0,39,79,49,0,0,4,0,0,0,0,3,0,0,23,6,47,5,0,0,146,5,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,21,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,88,3,16,18,0,7,0,0,0,19,0,0,0,0,0,6,20,0,8,0,13,0,0,0,0,26,27,0,29,0,0,0,0,0,0,21,0,8,0,0,22,874
best,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849
omni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847
dhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796
california,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
dect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
agreement,0,0,0,0,7,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,125,13,0,0,119,0,0,0,0,0,0,15,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786
chris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,759
net,0,0,0,0,0,0,25,0,0,0,0,0,0,0,60,0,105,0,29,0,0,0,8,0,0,0,0,5,0,0,0,0,0,36,0,0,13,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,18,0,0,0,0,0,751
mark,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,51,0,0,0,70,0,39,40,0,3,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9,37,0,0,0,0,0,0,0,0,0,238,0,0,0,25,0,0,0,0,0,13,0,0,0,0,0,0,748
market,0,50,4,0,0,0,0,0,11,0,0,0,0,0,0,144,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,61,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743
go,0,43,0,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,107,6,0,0,0,0,4,0,0,0,0,0,2,20,0,0,26,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,24,3,0,10,0,0,0,0,18,0,0,0,0,153,25,0,0,0,0,0,0,0,0,10,0,13,0,0,0,42,13,16,1,0,53,0,0,4,0,10,0,0,9,0,15,0,740
week,0,0,0,0,0,0,0,126,0,0,0,0,8,0,40,0,66,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,119,0,0,0,0,0,0,42,0,0,0,0,0,0,15,0,0,17,0,10,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,29,0,80,0,7,0,0,0,0,8,0,0,0,720
blair,0,0,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717
want,30,36,0,0,0,23,0,0,0,0,0,33,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,8,0,0,23,0,0,0,0,0,0,44,0,0,0,0,0,0,0,8,43,0,0,0,0,0,0,25,4,14,23,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,15,0,0,23,54,0,0,0,0,11,0,0,0,0,0,0,684
dasovich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682
quigley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
wireless,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,98,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,82,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
smith,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,648
handheld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,98,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
sally,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632
houston,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,18,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,59,0,0,0,0,50,0,0,0,0,0,0,0,10,0,0,13,630
folder,0,0,0,0,0,0,20,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,32,0,28,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,6,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,8,0,0,0,628
fyi,0,0,0,0,0,0,0,0,0,186,0,53,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,623
blackberry,0,0,0,0,0,0,0,0,0,0,0,44,0,0,120,0,202,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620
kaminski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
marie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609
ddutch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
questions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,7,0,0,0,134,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,7,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,110,0,0,0,0,0,0,120,0,0,0,0,602
legal,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,156,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594
forwarded,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,8,0,0,0,0,45,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,16,0,54,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,45,0,0,0,36,0,0,0,0,0,586
itemsx,0,0,0,0,0,0,20,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,28,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,582
http,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,301,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565
